name,species,gender,house,blood
Josette Kelius,Human,Female,unknown,unknown
Kellah,Human,Female,Gryffindor,unknown
Sarah Kempston,Human,Female,Ravenclaw,unknown
Hilda Kendrick,Human,Female,unknown,Muggle
Joan Kerridge,Human,Female,Ravenclaw,unknown
Elladora Ketteridge,Human,Female,unknown,unknown
Silvanus Kettleburn's mother,Human,Female,unknown,unknown
Kevin's mother,Human,Female,unknown,unknown
Zubeida Khan,Human,Female,Slytherin,unknown
Rowan Khanna's mother,Human,Female,unknown,unknown
Katie Killick,Human,Female,unknown,unknown
Jo King (Gryffindor),Human,Female,Gryffindor,unknown
Jo King (Slytherin),Human,Female,Slytherin,unknown
Noreen Kirkby,Human,Female,Ravenclaw,unknown
Irene Kneedander,Human,Female,unknown,unknown
Gunhilda Kneen,Human,Female,unknown,unknown
H. Knighton's wife,Human,Female,unknown,unknown
Asgeir Knutsen,Human,Female,unknown,unknown
Jacob Kowalski's grandmother,Human,Female,unknown,Muggle
Kreacher's mother,House-elf,Female,unknown,unknown
Sigrid Kristoffersen,Human,Female,unknown,unknown
Viktor Krum's mother,Human,Female,unknown,unknown
Kimiko Kurosawa,Human,Female,unknown,unknown
Hildegarde Lafarge,Human,Female,unknown,unknown
Fifi LaFolle,Human,Female,unknown,unknown
Viola Landers,unknown,Female,unknown,Muggle
Landlady of the Green Dragon,Human,Female,unknown,unknown
Lisette de Lapin,Human,Female,unknown,unknown
Diane Launier,Human,Female,unknown,unknown
Laura,Human,Female,unknown,unknown
Lauren,Human,Female,unknown,Muggle
Leaky Cauldron bartender,Human,Female,unknown,unknown
Leanne,Human,Female,Hufflepuff,Half-blood
Ana de Lebron,Human,Female,unknown,unknown
Barnaby Lee's grandmother,Human,Female,unknown,unknown
Barnaby Lee's mother,Human,Female,unknown,unknown
Leesk,Human,Female,unknown,unknown
Jacqueline Lejeune,Human,Female,unknown,unknown
Balbine Lestrange (II),unknown,Female,unknown,Pure-blood
Balbine Lestrange (I),Human,Female,unknown,Pure-blood
Bellatrix Lestrange,Human,Female,Slytherin,Pure-blood
Clarisse Lestrange,Human,Female,unknown,unknown
Céléase Lestrange,unknown,Female,unknown,Pure-blood
Darenne Lestrange,unknown,Female,unknown,Pure-blood
Eglantine Lestrange,unknown,Female,unknown,Pure-blood
Ermessende Lestrange,unknown,Female,unknown,Pure-blood
Euphraïlde Lestrange,unknown,Female,unknown,Pure-blood
Fortunade Lestrange,unknown,Female,unknown,Pure-blood
Félicule Lestrange,unknown,Female,unknown,Pure-blood
Heloise Lestrange,unknown,Female,unknown,Pure-blood
Jodelle Lestrange,Human,Female,unknown,Pure-blood
Leta Lestrange,Human,Female,Slytherin,Pure-blood
Luminosa Lestrange,Human,Female,unknown,Pure-blood
Nozéa Lestrange,Human,Female,unknown,Pure-blood
Nozéa Lestrange (née Trouche),unknown,Female,unknown,unknown
Pucine Lestrange (II),Human,Female,unknown,Pure-blood
Pucine Lestrange (I),Human,Female,unknown,Pure-blood
Quintilla Lestrange,Human,Female,unknown,Pure-blood
Salomé Lestrange,Human,Female,unknown,Pure-blood
Sotère Lestrange,unknown,Female,unknown,Pure-blood
Mercy Lewis,Human,Female,unknown,unknown
Sue Li,Human,Female,Ravenclaw,Half-blood
Mina Lima,Human,Female,unknown,unknown
Chiara Lobosca,unknown,Female,Hufflepuff,Half-blood
Chiara Lobosca's mother,Human,Female,unknown,unknown
Gilderoy Lockhart's mother,Human,Female,unknown,unknown
Gilderoy Lockhart's sisters,Human,Female,unknown,Squib
Alice Longbottom,Human,Female,unknown,Pure-blood
Augusta Longbottom,Human,Female,unknown,Pure-blood
Enid Longbottom,Human,Female,unknown,unknown
Louise,Human,Female,unknown,unknown
Luna Lovegood,Human,Female,Ravenclaw,Pure-blood
Pandora Lovegood,Human,Female,Ravenclaw,unknown
Mattie Lovett,unknown,Female,unknown,Muggle
Sinistra Lowe,Human,Female,unknown,Pure-blood
Loxias's mother,Human,Female,unknown,unknown
Lucy Lanyon,Human,Female,unknown,unknown
Artemisia Lufkin,Human,Female,Hufflepuff,Pure-blood
Luisa,Human,Female,unknown,unknown
Tina Lundstrom,Human,Female,unknown,unknown
Roberta Lutterworth,Human,Female,Ravenclaw,unknown
Scarlett Lympsham,Human,Female,Slytherin,unknown
Trinity Lynn,Human,Female,Gryffindor,unknown
Heidi Macavoy,Human,Female,Hufflepuff,unknown
Mary Macdonald,Human,Female,unknown,Muggle-born
Isobel MacDougal,Human,Female,Ravenclaw,Pure-blood
Morag MacDougal,Human,Female,unknown,unknown
Anita Macduff,Human,Female,Gryffindor,unknown
Melania Macmillan,Human,Female,unknown,Pure-blood
Pippa Macmillan,Human,Female,Gryffindor,Pure-blood
Laura Madley,Human,Female,Hufflepuff,unknown
Maeve,Human,Female,unknown,Muggle-born
Mafalda,Human,Female,Slytherin,Muggle-born
Mafalda's mother,Human,Female,unknown,Muggle
Magee,Human,Female,unknown,Muggle
Magical Menagerie saleswoman,Human,Female,unknown,unknown
Joan Maguire Cook,Human,unknown,unknown,Muggle
Maiden,Human,Female,unknown,Pure-blood
Sisi Makerere,Human,Female,Hufflepuff,unknown
Hisana Malachela,Human,Female,Gryffindor,unknown
Daphne Maldon,Human,Female,Gryffindor,unknown
Astoria Malfoy,Human,Female,unknown,Pure-blood
Narcissa Malfoy,Human,Female,Slytherin,Pure-blood
Malkin,Human,Female,unknown,unknown
Mathilde Mallard,Human,Female,unknown,unknown
Malodora Grymm's victim,Human,Female,unknown,Muggle
Katherine Mansfield,Human,Female,unknown,Muggle
Josephine Marat,Human,Female,unknown,unknown
Griselda Marchbanks,Human,Female,unknown,unknown
Alexis Marie,Human,Female,Gryffindor,unknown
Gianna Grace Marie,Human,Female,Gryffindor,unknown
Marigold,Human,Female,unknown,unknown
Marilyn,Human,Female,Hufflepuff,unknown
Marjorie Dursley's unknown eleven bulldogs,Dog,Male,unknown,unknown
Marlow,Bowtruckle,Male,unknown,unknown
Marsh,Human,Female,unknown,unknown
Martha (American Muggle),Human,Female,unknown,Muggle
Martha (British Muggle),Human,Female,unknown,Muggle
Mary I,Human,Female,unknown,Muggle-born
Mary II,unknown,Female,unknown,unknown
Mary,Human,Female,unknown,unknown
Mason's wife,Human,Female,unknown,Muggle
Emily Mather,unknown,Female,unknown,unknown
Gabriella Mather,unknown,Female,unknown,unknown
Daphne Mauboisan,Human,Female,unknown,unknown
Ella Max,Human,Female,unknown,Pure-blood
Olympe Maxime,unknown,Female,unknown,unknown
Olympe Maxime's mother,Human,Female,unknown,unknown
Catriona McCormack,Human,Female,unknown,unknown
Meaghan McCormack,Human,Female,unknown,Half-blood
Elsbeth McCormick,Human,Female,unknown,unknown
Natalie McDonald,Human,Female,Gryffindor,unknown
Elizabeth McGilliguddy,Human,Female,unknown,unknown
Minerva McGonagall,Human,Female,Gryffindor,Half-blood
Robert McGonagall Senior's mother,Human,Female,unknown,Muggle
Dougal McGregor's wife,Human,Female,unknown,Muggle
Marlene McKinnon,Human,Female,unknown,unknown
Stephenie McMillan (in-universe),Human,Female,unknown,unknown
Dotty McNiven,Human,Female,unknown,unknown
Quintia McQuoid,Human,Female,unknown,unknown
Dorcas Meadowes,Human,Female,unknown,unknown
Kylie Meadows,Human,Female,unknown,unknown
Gertrude Meads,Human,Female,Slytherin,unknown
Katura Melkor,Human,Female,unknown,unknown
Melusine,Human,Female,unknown,unknown
Sylvia Melville,Human,Female,Slytherin,unknown
Eduaphora Mergus,Human,Female,unknown,unknown
Merqueen,Selkie,Female,unknown,unknown
Galatea Merrythought,Human,Female,unknown,unknown
Merula Snyde's aunt,Human,Female,unknown,Pure-blood
Glynis Mexborough,Human,Female,Slytherin,unknown
Michael's escort at King's Cross Station,Human,Female,unknown,unknown
Eloise Midgen,Human,Female,Gryffindor,unknown
Mildred (1920s),Human,Female,unknown,Muggle
Mildred (1990s),Human,Female,unknown,unknown
Hortensia Milliphutt,Human,Female,unknown,Pure-blood
Mills,Human,Female,unknown,Muggle
Milly,Kneazle,Female,unknown,unknown
Miraphora Mina (Hogwarts student),Human,Female,Gryffindor,unknown
Miraphora Mina (Ministry employee),Human,Female,unknown,unknown
Ruth Mina,Human,Female,Gryffindor,unknown
Minerva,Human,Female,unknown,unknown
Eloise Mintumble,Human,Female,unknown,unknown
Miraforum (American witch),Human,Female,unknown,unknown
Miraforum (British witch),Human,Female,unknown,Pure-blood
Miraphorus,unknown,Female,unknown,unknown
Anna Mirfield,Human,Female,Gryffindor,unknown
Cordelia Misericordia,Hag,Female,unknown,unknown
Elizabeth Mkapa,Human,Female,Ravenclaw,unknown
Eupraxia Mole,Human,Female,unknown,unknown
Lilith Molesby,Human,Female,unknown,unknown
Mona Lisa,Human,Female,unknown,unknown
Tilly Monk,Human,Female,unknown,Muggle
Agnes Monkleigh,Human,Female,Slytherin,unknown
Levina Monkstanley,Human,Female,unknown,unknown
Helen Monroe,Human,Female,Hufflepuff,unknown
Maud Montagu,Human,Female,unknown,unknown
Graham Montague's mother,Human,Female,unknown,unknown
Maud Montague,Human,Female,Slytherin,unknown
Maria Monteith,Human,Female,unknown,unknown
Maerwynn Montfort,Human,Female,unknown,unknown
Montgomery children's mother,Human,Female,unknown,unknown
Montgomery sisters,Human,Female,unknown,unknown
Laverne de Montmorency,Human,Female,Ravenclaw,unknown
Alastor Moody's mother,Human,Female,unknown,Pure-blood
Lily Moon,Human,Female,Gryffindor,unknown
Selina Moore,Human,Female,Slytherin,unknown
Morag,Human,Female,Ravenclaw,unknown
Moran,Human,Female,unknown,unknown
Gwendolyn Morgan,Human,Female,unknown,unknown
Valmai Morgan,Human,Female,unknown,unknown
Morrigan,Human,Female,unknown,Pure-blood
Mosag,Acromantula,Female,unknown,unknown
Mother of boy who owned a magic hamster,Human,Female,unknown,unknown
Muggle at Millennium Bridge,Human,Female,unknown,Muggle
Muggle residents of Budleigh Babberton,unknown,unknown,unknown,Muggle
Unidentified Muggle woman (II),Human,Female,unknown,Muggle
Mullet,Human,Female,unknown,unknown
Debbie Muntz,Human,Female,unknown,unknown
Murcus,Selkie,Female,unknown,unknown
Muriel,Human,Female,unknown,Pure-blood
Muriel's mother,Human,Female,unknown,Pure-blood
Ismelda Murk,Human,Female,Slytherin,unknown
Ismelda Murk's mother,Human,Female,unknown,unknown
Ismelda Murk's sister,Human,Female,Gryffindor,unknown
Murphy McNully's grandmother,Human,Female,unknown,unknown
Murphy McNully's mother,Human,Female,unknown,unknown
Eunice Murray,Human,Female,unknown,unknown
Adelaide Murton,Human,Female,Slytherin,unknown
Valeria Myriadd,Human,Female,Gryffindor,unknown
Naasz,Human,Female,unknown,unknown
Nagini,Human,Female,unknown,unknown
Charlesetta Nagy,Human,Female,unknown,unknown
Ignis Nagy,Human,Female,unknown,unknown
Natalya,Human,Female,unknown,Muggle
Tracey Nettlebed,Human,Female,Slytherin,unknown
Z. Nettles,Human,Female,unknown,unknown
Edith Newton,Human,Female,Gryffindor,unknown
Abigail Nicola,Human,Female,Gryffindor,unknown
Nigel's wife,Human,Male,unknown,Muggle
Nigelle le Narcissique,unknown,Female,unknown,unknown
Night maid at the Leaky Cauldron,Human,Female,unknown,unknown
Amber Noel,Human,Female,Gryffindor,unknown
Norberta,Dragon,Female,unknown,unknown
Mallory Norden,Human,Female,Gryffindor,unknown
Mrs Norris,Cat,Female,unknown,unknown
Theodore Nott's mother,Human,Female,unknown,Pure-blood
Honoria Nutcombe,Human,Female,unknown,unknown
Grace Nutley,Human,Female,Hufflepuff,unknown
Orabella Nuttley,Human,Female,unknown,unknown
Shelagh O'Dowd,Human,Female,Gryffindor,unknown
Maxine O'Flaherty,Human,Female,Hufflepuff,unknown
Rionach O'Neal,Human,Female,Gryffindor,Half-blood
Idris Oakby,Human,Female,unknown,unknown
Hecate Oakham,Human,Female,Hufflepuff,unknown
Mercy Ojukwu,Human,Female,unknown,unknown
Aliko Okoye,Human,Female,unknown,unknown
Old man's donkey,Donkey,Female,unknown,unknown
Old Mother Hubbard,Hag,Female,unknown,unknown
Gondoline Oliphant,Human,Female,unknown,unknown
Anji Oliver,Human,Female,unknown,Muggle
Garrick Ollivander's daughter,Human,Female,unknown,Half-blood
Garrick Ollivander's mother,Human,Female,unknown,Muggle-born
Garrick Ollivander's wife,Human,Female,unknown,unknown
Kate Olney,Human,Female,Gryffindor,unknown
Oona,Human,Female,unknown,unknown
Madeline Ormskirk,Human,Female,Hufflepuff,unknown
Evangeline Orpington,Human,Female,unknown,Pure-blood
Nerys Orpington,Human,Female,Slytherin,unknown
Gillian Ossett,Human,Female,Hufflepuff,unknown
Erika Ostensen,Human,Female,unknown,unknown
Owner of 7 Privet Drive,Human,Female,unknown,Muggle
Owner of the Railview Hotel,Human,Female,unknown,Muggle
Page siblings' mother,Human,Female,unknown,unknown
Daniel Page's sister,Human,Female,unknown,Half-blood
Pansy Parkinson's gang,unknown,unknown,unknown,unknown
Paper shop girl,Human,Female,unknown,Muggle
Lenelle Paraison,Human,Female,unknown,unknown
Ona Parangyo,Human,Female,Slytherin,unknown
Julie Parkes,Human,Female,Gryffindor,unknown
Blythe Parkin,Human,Female,unknown,unknown
Skye Parkin,Human,Female,unknown,Pure-blood
Pansy Parkinson,Human,Female,Slytherin,Pure-blood
Madhumati Parmar,Human,Female,Hufflepuff,unknown
Parry,unknown,Female,unknown,unknown
Bhavana Patel,Human,Female,Hufflepuff,unknown
Patil twins' mother,Human,Female,unknown,unknown
Padma Patil,Human,Female,Ravenclaw,Half-blood
Parvati Patil,Human,Female,Gryffindor,Half-blood
Patricia Rakepick's mother,Human,Female,unknown,unknown
Edna Patridge,Human,Female,Hufflepuff,unknown
Peasant woman,Human,Female,unknown,Muggle
Peasant woman's granddaughter,Human,Female,unknown,Muggle
Mildred Peebles,Human,Female,Slytherin,unknown
Cybèle Peltier,Human,Female,unknown,unknown
Ursula Penkridge,Human,Female,Slytherin,unknown
Daisy Pennifold,Human,Female,unknown,unknown
Janice Pepper,Human,Female,unknown,Muggle-born
Sally-Anne Perks,Human,Female,Gryffindor,unknown
Huguette Perrot,unknown,Female,unknown,Pure-blood
Laurelle Perrot,Human,Female,unknown,Pure-blood
Manon Perrot,unknown,Female,unknown,Pure-blood
Odile Perrot,unknown,Female,unknown,Pure-blood
Peter Pettigrew's mother,Human,Female,unknown,unknown
Amanda Pettet,Human,Female,unknown,Muggle
Enid Pettigrew,Human,Female,unknown,unknown
Swati Pevekar,Human,Female,Ravenclaw,unknown
Cadmus Peverell's fiancée,Human,Female,unknown,unknown
Iolanthe Peverell,Human,Female,unknown,unknown
Phoebe Clem,Human,Female,unknown,unknown
Constance Pickering,Human,Female,Hufflepuff,Half-blood
Constance Pickering's grandmother,Human,Female,Hufflepuff,unknown
Constance Pickering's mother,Human,Female,unknown,unknown
Constance Pickering's sister,Human,Female,unknown,Pure-blood
Seraphina Picquery,Human,Female,Horned,unknown
Pidgron sisters,Human,Female,unknown,unknown
Irma Pince,Human,Female,unknown,unknown
E. Pinecoffin,Human,Female,unknown,unknown
Carlotta Pinkstone,Human,Female,unknown,unknown
Arlene Piper,unknown,Female,unknown,Muggle
Iris Pius,Human,Female,unknown,unknown
Mirabella Plunkett,unknown,Female,unknown,unknown
Mirabella Plunkett's mother,Human,Female,unknown,unknown
Gayle Pocklington,Human,Female,Hufflepuff,unknown
Piers Polkiss's mother,Human,Female,unknown,Muggle
Poppy Pomfrey,Human,Female,unknown,Pure-blood
Poppy,Bowtruckle,Male,unknown,unknown
Poppy Pomfrey's Death Eater Opponent,Human,Female,unknown,Pure-blood
Petrova Porskoff,Human,Female,unknown,unknown
Portrait of a family,Human,unknown,unknown,unknown
Portrait of a group of journeying wizards,Human,unknown,unknown,unknown
Portrait of a group of women in crinolines,Human,Female,unknown,unknown
Portrait of a mermaid,Merpeople,Female,unknown,unknown
Portrait of a mother and baby,Human,unknown,unknown,unknown
Portrait of a witch flying to the moon,Human,Female,unknown,unknown
Portrait of a witch in a meadow,Human,Female,unknown,unknown
Portrait of a witch in green,Human,Female,unknown,unknown
Portrait of a witch in Pompadour hairstyle,Human,Female,unknown,unknown
Portrait of three young ladies,Human,Female,unknown,unknown
Portrait of two lovers in a graveyard,Human,unknown,unknown,unknown
Portrait of wailing women,Human,Female,unknown,unknown
Potage,Human,Female,unknown,unknown
Potions Club girl,Human,Female,Hufflepuff,unknown
Euphemia Potter,Human,Female,unknown,Pure-blood
Henry Potter's mother,Human,Female,unknown,unknown
Lily J. Potter,Human,Female,Gryffindor,Muggle-born
Lily L. Potter,Human,Female,Gryffindor,unknown
Gladys Prescott,Human,Female,Hufflepuff,unknown
Molly Weasley's mother,Human,Female,unknown,Pure-blood
Sophia Prickett,Human,Female,Gryffindor,unknown
Gethsemane Prickle,Human,Female,unknown,unknown
Prime Minister's niece,Human,Female,unknown,Muggle
Primpernelle,Human,Female,unknown,unknown
Eileen Prince,Human,Female,Slytherin,Pure-blood
Unidentified Princess,Human,Female,unknown,Muggle
Jodie Pritchard,Human,Female,unknown,unknown
Elsie Prod,Human,Female,unknown,unknown
Paloma Proudfoot,Human,Female,unknown,unknown
Prudence,Human,Female,unknown,unknown
Puddifoot,Human,Female,unknown,unknown
Eglantine Puffett,Human,Female,Hufflepuff,unknown
Abigail Pugh,Human,Female,Slytherin,unknown
Doris Purkiss,Human,Female,unknown,unknown
Caroline Purvis,Human,Female,Hufflepuff,unknown
Quintia Qarase,Human,Female,unknown,unknown
Hayley Quentin,Human,Female,Slytherin,unknown
Orla Quirke,Human,Female,Ravenclaw,unknown
Amina Qureshi,Human,Female,Ravenclaw,unknown
Babbitty Rabbity,Human,Female,unknown,unknown
Modesty Rabnott,Human,Female,unknown,unknown
Rachel,Human,Female,Slytherin,unknown
Mnemone Radford,Human,Female,unknown,unknown
Asma Rahman,Human,Female,Ravenclaw,unknown
Patricia Rakepick,Human,Female,Gryffindor,unknown
Rebecca Ramsea,Human,Female,unknown,Muggle
Genevieve Ramsey,Human,Female,Gryffindor,unknown
Latisha Randle,Human,Female,Ravenclaw,unknown
Emily Rappaport,Human,Female,unknown,unknown
Erika Rath,Human,Female,Ravenclaw,unknown
Erika Rath's friend (II),Human,Female,Ravenclaw,unknown
Unidentified Ravenclaw lady,Human,Female,Ravenclaw,unknown
Ravenclaw Wizard's Chess champion,Human,Female,Ravenclaw,unknown
Helena Ravenclaw,unknown,Female,Ravenclaw,Pure-blood
Rowena Ravenclaw,Human,Female,Ravenclaw,Pure-blood
Symposia Rawle,Human,Female,unknown,unknown
Katie Rayknolls,Human,Female,Slytherin,unknown
Raymond's kitten,Cat,Female,unknown,unknown
Rebecca,Human,Female,Ravenclaw,unknown
Unidentified red-haired witch,Human,Female,unknown,unknown
Red-haired young witch,Human,Female,unknown,unknown
Yolanda Reedham,Human,Female,Ravenclaw,unknown
Unidentified female reporter,Human,Female,unknown,unknown
Maisy Reynolds,Human,Female,Ravenclaw,Pure-blood
Viola Richmond,Human,Female,Slytherin,unknown
Mary Riddle,Human,Female,unknown,Muggle
Merope Riddle,Human,Female,unknown,Pure-blood
Riddles' cook,Human,Female,unknown,Muggle
Riddles' maid,Human,Female,unknown,Muggle
Roberts's wife,Human,Female,unknown,Muggle
Demelza Robins,Human,Female,Gryffindor,unknown
Nienna Robins,Human,Female,unknown,Pure-blood
Berthilde Roche,Human,Female,unknown,unknown
C. Roemmele,Human,Female,unknown,Muggle
Alexandra Rokonski,Human,Female,unknown,unknown
Sophie Roper,Human,Female,Gryffindor,unknown
Isodora Rose,Human,Female,unknown,unknown
Hemani Roshan,Human,Female,Ravenclaw,unknown
Rosie,Human,Female,unknown,Muggle
Minette Lestrange,Human,Female,unknown,Pure-blood
Vinda Rosier,Human,Female,unknown,Pure-blood
Rosmerta,Human,Female,unknown,unknown
Ross (woman),Human,Female,unknown,Muggle
Isobel Ross,Human,Female,unknown,Pure-blood
Isobel Ross's mother,Human,Female,unknown,unknown
Muriel Rothley,Human,Female,Slytherin,unknown
Hortense Rowland,Human,Female,Slytherin,unknown
